# time wavelength flux sigma
0.25000000  6.50000000e-07  1.00000000  0.01000000
0.25000000  6.50100000e-07  1.00000000  0.01000000
0.25000000  6.50200000e-07  1.00000000  0.01000000
0.25000000  6.50300000e-07  1.00000000  0.01000000
0.25000000  6.50400000e-07  1.00000000  0.01000000
0.25000000  6.50500000e-07  1.00000000  0.01000000
0.25000000  6.50600000e-07  1.00000000  0.01000000
0.25000000  6.50700000e-07  1.00000000  0.01000000
0.25000000  6.50800000e-07  1.00000000  0.01000000
0.25000000  6.50900000e-07  1.00000000  0.01000000
0.25000000  6.51000000e-07  1.00000000  0.01000000
0.25000000  6.51100000e-07  1.00000000  0.01000000
0.25000000  6.51200000e-07  1.00000000  0.01000000
0.25000000  6.51300000e-07  1.00000000  0.01000000
0.25000000  6.51400000e-07  1.00000000  0.01000000
0.25000000  6.51500000e-07  1.00000000  0.01000000
0.25000000  6.51600000e-07  1.00000000  0.01000000
0.25000000  6.51700000e-07  1.00000000  0.01000000
0.25000000  6.51800000e-07  1.00000000  0.01000000
0.25000000  6.51900000e-07  1.00000000  0.01000000
0.25000000  6.52000000e-07  1.00000000  0.01000000
0.25000000  6.52100000e-07  1.00000000  0.01000000
0.25000000  6.52200000e-07  1.00000000  0.01000000
0.25000000  6.52300000e-07  1.00000000  0.01000000
0.25000000  6.52400000e-07  1.00000000  0.01000000
0.25000000  6.52500000e-07  1.00000000  0.01000000
0.25000000  6.52600000e-07  1.00000000  0.01000000
0.25000000  6.52700000e-07  1.00000000  0.01000000
0.25000000  6.52800000e-07  1.00000000  0.01000000
0.25000000  6.52900000e-07  1.00000000  0.01000000
0.25000000  6.53000000e-07  1.00000000  0.01000000
0.25000000  6.53100000e-07  1.00000000  0.01000000
0.25000000  6.53200000e-07  1.00000000  0.01000000
0.25000000  6.53300000e-07  1.00000000  0.01000000
0.25000000  6.53400000e-07  1.00000000  0.01000000
0.25000000  6.53500000e-07  1.00000000  0.01000000
0.25000000  6.53600000e-07  1.00000000  0.01000000
0.25000000  6.53700000e-07  1.00000000  0.01000000
0.25000000  6.53800000e-07  1.00000000  0.01000000
0.25000000  6.53900000e-07  1.00000000  0.01000000
0.25000000  6.54000000e-07  1.00000000  0.01000000
0.25000000  6.54100000e-07  1.00000000  0.01000000
0.25000000  6.54200000e-07  1.00000000  0.01000000
0.25000000  6.54300000e-07  1.00000000  0.01000000
0.25000000  6.54400000e-07  1.00000000  0.01000000
0.25000000  6.54500000e-07  1.00000000  0.01000000
0.25000000  6.54600000e-07  1.00000000  0.01000000
0.25000000  6.54700000e-07  1.00000000  0.01000000
0.25000000  6.54800000e-07  1.00000000  0.01000000
0.25000000  6.54900000e-07  1.00000000  0.01000000
0.25000000  6.55000000e-07  1.00000000  0.01000000
0.25000000  6.55100000e-07  1.00000000  0.01000000
0.25000000  6.55200000e-07  1.00000000  0.01000000
0.25000000  6.55300000e-07  1.00000000  0.01000000
0.25000000  6.55400000e-07  1.00000000  0.01000000
0.25000000  6.55500000e-07  1.00000000  0.01000000
0.25000000  6.55600000e-07  1.00000000  0.01000000
0.25000000  6.55700000e-07  1.00000000  0.01000000
0.25000000  6.55800000e-07  1.00000000  0.01000000
0.25000000  6.55900000e-07  1.00000000  0.01000000
0.25000000  6.56000000e-07  1.00000000  0.01000000
0.25000000  6.56100000e-07  1.00000000  0.01000000
0.25000000  6.56200000e-07  1.00000000  0.01000000
0.25000000  6.56300000e-07  1.00000000  0.01000000
0.25000000  6.56400000e-07  1.00000000  0.01000000
0.25000000  6.56500000e-07  1.00000000  0.01000000
0.25000000  6.56600000e-07  1.00000000  0.01000000
0.25000000  6.56700000e-07  1.00000000  0.01000000
0.25000000  6.56800000e-07  1.00000000  0.01000000
0.25000000  6.56900000e-07  1.00000000  0.01000000
0.25000000  6.57000000e-07  1.00000000  0.01000000
0.25000000  6.57100000e-07  1.00000000  0.01000000
0.25000000  6.57200000e-07  1.00000000  0.01000000
0.25000000  6.57300000e-07  1.00000000  0.01000000
0.25000000  6.57400000e-07  1.00000000  0.01000000
0.25000000  6.57500000e-07  1.00000000  0.01000000
0.25000000  6.57600000e-07  1.00000000  0.01000000
0.25000000  6.57700000e-07  1.00000000  0.01000000
0.25000000  6.57800000e-07  1.00000000  0.01000000
0.25000000  6.57900000e-07  1.00000000  0.01000000
0.25000000  6.58000000e-07  1.00000000  0.01000000
0.25000000  6.58100000e-07  1.00000000  0.01000000
0.25000000  6.58200000e-07  1.00000000  0.01000000
0.25000000  6.58300000e-07  1.00000000  0.01000000
0.25000000  6.58400000e-07  1.00000000  0.01000000
0.25000000  6.58500000e-07  1.00000000  0.01000000
0.25000000  6.58600000e-07  1.00000000  0.01000000
0.25000000  6.58700000e-07  1.00000000  0.01000000
0.25000000  6.58800000e-07  1.00000000  0.01000000
0.25000000  6.58900000e-07  1.00000000  0.01000000
0.25000000  6.59000000e-07  1.00000000  0.01000000
0.25000000  6.59100000e-07  1.00000000  0.01000000
0.25000000  6.59200000e-07  1.00000000  0.01000000
0.25000000  6.59300000e-07  1.00000000  0.01000000
0.25000000  6.59400000e-07  1.00000000  0.01000000
0.25000000  6.59500000e-07  1.00000000  0.01000000
0.25000000  6.59600000e-07  1.00000000  0.01000000
0.25000000  6.59700000e-07  1.00000000  0.01000000
0.25000000  6.59800000e-07  1.00000000  0.01000000
0.25000000  6.59900000e-07  1.00000000  0.01000000
0.25000000  6.60000000e-07  1.00000000  0.01000000
