# time u1 v1 u2 v2 wavelength bandwidth clo sigma
0.00000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
0.05000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
0.10000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
0.15000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
0.20000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
0.25000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
0.30000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
0.35000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
0.40000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
0.45000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
0.50000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
0.55000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
0.60000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
0.65000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
0.70000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
0.75000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
0.80000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
0.85000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
0.90000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
0.95000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
1.00000000  5.00000000e+01  1.00000000e+02  2.50000000e+02  2.00000000e+02  5.50000000e-07  1.00000000e-07  0.00000000  0.10000000
